,alpha,dtfact,dtheta,t,turn
458,7000.0,1000.0,0.598072843709,795.656666674,8
459,7000.0,1000.0,0.663798175903,884.062848496,9
460,7000.0,2000.0,0.0591839686026,88.4051515149,0
461,7000.0,2000.0,0.128185218002,176.811848484,1
462,7000.0,2000.0,0.197186467478,265.218545453,2
463,7000.0,2000.0,0.262915289993,353.624727275,3
464,7000.0,2000.0,0.331916539465,442.031424248,4
465,7000.0,2000.0,0.400917788882,530.438121222,5
466,7000.0,2000.0,0.466646611303,618.844303044,6
467,7000.0,2000.0,0.535647860673,707.251000017,7
468,7000.0,2000.0,0.604649110058,795.657696991,8
469,7000.0,2000.0,0.673650359485,884.064393964,9
470,7000.0,5000.0,0.0644208289755,88.4059757577,0
471,7000.0,5000.0,0.132768570293,176.812569694,1
472,7000.0,5000.0,0.201116311635,265.219163627,2
473,7000.0,5000.0,0.269464052981,353.625757561,3
474,7000.0,5000.0,0.336502823617,442.032145434,4
475,7000.0,5000.0,0.404850564968,530.438739367,5
476,7000.0,5000.0,0.473198306321,618.845333301,6
477,7000.0,5000.0,0.541546047603,707.251927234,7
478,7000.0,5000.0,0.608584818135,795.658315107,8
479,7000.0,5000.0,0.676932559498,884.06490904,9
480,8000.0,100.0,0.0912639403938,88.3690909091,0
481,8000.0,100.0,0.0138179573158,176.769090909,1
482,8000.0,100.0,0.0534512198948,265.158787879,2
483,8000.0,100.0,0.158533117468,353.558787879,3
484,8000.0,100.0,0.263615014632,441.958787879,4
485,8000.0,100.0,0.303248277564,530.348484848,5
486,8000.0,100.0,0.408330175152,618.748484848,6
487,8000.0,100.0,0.447963437734,707.138181818,7
488,8000.0,100.0,0.553045335409,795.538181818,8
489,8000.0,100.0,0.592678598111,883.927878787,9
490,8000.0,200.0,0.00725804215434,88.3845454545,0
491,8000.0,200.0,0.0799646386932,176.779393939,1
492,8000.0,200.0,0.152671235207,265.174242424,2
493,8000.0,200.0,0.225377831735,353.569090909,3
494,8000.0,200.0,0.298084428285,441.963939394,4
495,8000.0,200.0,0.403515306117,530.363939394,5
496,8000.0,200.0,0.476221902656,618.758787878,6
497,8000.0,200.0,0.548928499164,707.153636363,7
498,8000.0,200.0,0.621635095665,795.548484848,8
499,8000.0,200.0,0.694341692161,883.943333333,9
500,8000.0,500.0,0.0400800502442,88.3896969697,0
501,8000.0,500.0,0.119429225436,176.785575758,1
502,8000.0,500.0,0.198778400642,265.181454546,2
